sensor,datetime,temperature,humidity
DHT11,2022/07/19 7:01,21,86
DHT11,2022/07/19 7:02,21,87
DHT11,2022/07/19 7:03,21,85
DHT11,2022/07/19 7:04,21,87
DHT11,2022/07/19 7:05,21,87
DHT11,2022/07/19 7:06,21,87
DHT11,2022/07/19 7:07,21,88
DHT11,2022/07/19 7:08,22,88
DHT11,2022/07/19 7:09,21,87
DHT11,2022/07/19 7:10,22,88
DHT11,2022/07/19 7:11,22,87
DHT11,2022/07/19 7:12,22,87
DHT11,2022/07/19 7:13,22,87
DHT11,2022/07/19 7:14,22,87
DHT11,2022/07/19 7:15,22,87
DHT11,2022/07/19 7:16,22,88
DHT11,2022/07/19 7:17,22,88
DHT11,2022/07/19 7:18,22,88
DHT11,2022/07/19 7:19,22,88
DHT11,2022/07/19 7:20,22,89
DHT11,2022/07/19 7:21,22,90
DHT11,2022/07/19 7:22,22,88
DHT11,2022/07/19 7:23,22,88
DHT11,2022/07/19 7:24,22,89
DHT11,2022/07/19 7:25,22,89
DHT11,2022/07/19 7:26,22,89
DHT11,2022/07/19 7:27,22,88
DHT11,2022/07/19 7:28,22,87
DHT11,2022/07/19 7:29,22,86
DHT11,2022/07/19 7:30,22,87
DHT11,2022/07/19 7:31,22,86
DHT11,2022/07/19 7:32,22,86
DHT11,2022/07/19 7:33,22,86
DHT11,2022/07/19 7:34,22,88
DHT11,2022/07/19 7:35,22,87
DHT11,2022/07/19 7:36,22,88
DHT11,2022/07/19 7:37,22,88
DHT11,2022/07/19 7:38,22,86
DHT11,2022/07/19 7:39,22,86
DHT11,2022/07/19 7:40,22,85
DHT11,2022/07/19 7:41,22,85
DHT11,2022/07/19 7:42,22,87
DHT11,2022/07/19 7:43,22,87
DHT11,2022/07/19 7:44,22,88
DHT11,2022/07/19 7:45,22,89
DHT11,2022/07/19 7:46,22,88
DHT11,2022/07/19 7:47,22,89
DHT11,2022/07/19 7:48,22,90
DHT11,2022/07/19 7:49,22,89
DHT11,2022/07/19 7:50,22,88
DHT11,2022/07/19 7:51,22,89
DHT11,2022/07/19 7:52,21,88
DHT11,2022/07/19 7:53,22,89
DHT11,2022/07/19 7:54,22,90
DHT11,2022/07/19 7:55,22,89
DHT11,2022/07/19 7:56,22,89
DHT11,2022/07/19 7:57,22,90
DHT11,2022/07/19 7:58,22,89
DHT11,2022/07/19 7:59,22,88
DHT11,2022/07/19 8:00,22,89
DHT11,2022/07/19 8:01,22,87
DHT11,2022/07/19 8:02,22,87
DHT11,2022/07/19 8:03,22,87
DHT11,2022/07/19 8:04,22,88
DHT11,2022/07/19 8:05,22,87
DHT11,2022/07/19 8:06,22,88
DHT11,2022/07/19 8:07,22,88
DHT11,2022/07/19 8:08,22,88
DHT11,2022/07/19 8:09,22,86
DHT11,2022/07/19 8:10,22,87
DHT11,2022/07/19 8:11,22,88
DHT11,2022/07/19 8:12,22,87
DHT11,2022/07/19 8:13,22,88
DHT11,2022/07/19 8:14,22,88
DHT11,2022/07/19 8:15,22,88
DHT11,2022/07/19 8:16,22,87
DHT11,2022/07/19 8:17,22,88
DHT11,2022/07/19 8:18,22,89
DHT11,2022/07/19 8:19,22,87
DHT11,2022/07/19 8:20,22,87
DHT11,2022/07/19 8:21,22,87
DHT11,2022/07/19 8:22,22,86
DHT11,2022/07/19 8:23,22,88
DHT11,2022/07/19 8:24,22,87
DHT11,2022/07/19 8:26,22,89
DHT11,2022/07/19 8:27,22,89
DHT11,2022/07/19 8:28,22,88
DHT11,2022/07/19 8:29,22,87
DHT11,2022/07/19 8:30,22,87
DHT11,2022/07/19 8:31,22,86
DHT11,2022/07/19 8:32,22,87
DHT11,2022/07/19 8:33,22,85
DHT11,2022/07/19 8:34,22,86
DHT11,2022/07/19 8:35,22,88
DHT11,2022/07/19 8:36,22,88
DHT11,2022/07/19 8:37,22,88
DHT11,2022/07/19 8:38,22,88
DHT11,2022/07/19 8:39,22,86
DHT11,2022/07/19 8:40,22,87
DHT11,2022/07/19 8:41,22,85
DHT11,2022/07/19 8:42,22,87
DHT11,2022/07/19 8:43,22,86
DHT11,2022/07/19 8:44,22,88
DHT11,2022/07/19 8:45,22,88
DHT11,2022/07/19 8:46,22,89
DHT11,2022/07/19 8:47,22,86
DHT11,2022/07/19 8:48,22,85
DHT11,2022/07/19 8:49,22,86
DHT11,2022/07/19 8:50,22,85
DHT11,2022/07/19 8:51,22,86
DHT11,2022/07/19 8:52,22,87
DHT11,2022/07/19 8:53,22,87
DHT11,2022/07/19 8:54,22,87
DHT11,2022/07/19 8:55,22,88
DHT11,2022/07/19 8:56,22,86
DHT11,2022/07/19 8:57,22,85
DHT11,2022/07/19 8:58,22,83
DHT11,2022/07/19 8:59,22,84
DHT11,2022/07/19 9:00,22,84
DHT11,2022/07/19 9:01,23,83
DHT11,2022/07/19 9:02,23,81
DHT11,2022/07/19 9:03,23,83
DHT11,2022/07/19 9:04,23,83
DHT11,2022/07/19 9:05,23,83
DHT11,2022/07/19 9:06,23,86
DHT11,2022/07/19 9:07,23,83
DHT11,2022/07/19 9:08,23,83
DHT11,2022/07/19 9:09,23,82
DHT11,2022/07/19 9:10,24,82
DHT11,2022/07/19 9:11,24,81
DHT11,2022/07/19 9:12,24,81
DHT11,2022/07/19 9:13,24,81
DHT11,2022/07/19 9:14,24,84
DHT11,2022/07/19 9:15,24,84
DHT11,2022/07/19 9:16,23,84
DHT11,2022/07/19 9:17,24,83
DHT11,2022/07/19 9:18,24,82
DHT11,2022/07/19 9:19,24,82
DHT11,2022/07/19 9:20,24,82
DHT11,2022/07/19 9:21,24,81
DHT11,2022/07/19 9:22,24,78
DHT11,2022/07/19 9:23,24,78
DHT11,2022/07/19 9:24,24,71
DHT11,2022/07/19 9:25,24,70
DHT11,2022/07/19 9:26,24,68
DHT11,2022/07/19 9:27,24,69
DHT11,2022/07/19 9:28,24,68
DHT11,2022/07/19 9:29,24,68
DHT11,2022/07/19 9:30,24,67
DHT11,2022/07/19 9:31,24,67
DHT11,2022/07/19 9:32,24,66
DHT11,2022/07/19 9:33,24,65
DHT11,2022/07/19 9:34,24,65
DHT11,2022/07/19 9:35,24,65
DHT11,2022/07/19 9:36,24,65
DHT11,2022/07/19 9:37,24,64
DHT11,2022/07/19 9:38,24,65
DHT11,2022/07/19 9:39,24,65
DHT11,2022/07/19 9:40,24,64
DHT11,2022/07/19 9:41,24,64
DHT11,2022/07/19 9:42,24,64
DHT11,2022/07/19 9:43,24,64
DHT11,2022/07/19 9:44,24,64
DHT11,2022/07/19 9:45,24,63
DHT11,2022/07/19 9:46,24,63
DHT11,2022/07/19 9:47,24,64
DHT11,2022/07/19 9:48,24,63
DHT11,2022/07/19 9:49,24,63
DHT11,2022/07/19 9:50,24,63
DHT11,2022/07/19 9:51,24,63
DHT11,2022/07/19 9:52,24,63
DHT11,2022/07/19 9:54,24,62
DHT11,2022/07/19 9:55,24,62
DHT11,2022/07/19 9:56,24,62
DHT11,2022/07/19 9:57,24,62
DHT11,2022/07/19 9:58,24,62
DHT11,2022/07/19 9:59,24,62
DHT11,2022/07/19 10:00,24,62
DHT11,2022/07/19 10:01,24,63
DHT11,2022/07/19 10:02,24,62
DHT11,2022/07/19 10:03,24,62
DHT11,2022/07/19 10:04,25,61
DHT11,2022/07/19 10:05,25,61
DHT11,2022/07/19 10:06,25,61
DHT11,2022/07/19 10:07,25,61
DHT11,2022/07/19 10:08,24,62
DHT11,2022/07/19 10:09,24,62
DHT11,2022/07/19 10:10,24,62
DHT11,2022/07/19 10:11,24,62
DHT11,2022/07/19 10:12,24,62
DHT11,2022/07/19 10:13,24,61
DHT11,2022/07/19 10:14,24,62
DHT11,2022/07/19 10:15,24,61
DHT11,2022/07/19 10:16,25,61
DHT11,2022/07/19 10:17,25,61
DHT11,2022/07/19 10:18,25,61
DHT11,2022/07/19 10:19,25,61
DHT11,2022/07/19 10:20,25,61
DHT11,2022/07/19 10:21,25,61
DHT11,2022/07/19 10:22,25,61
DHT11,2022/07/19 10:23,25,61
DHT11,2022/07/19 10:24,25,61
DHT11,2022/07/19 10:25,25,61
DHT11,2022/07/19 10:26,25,60
DHT11,2022/07/19 10:27,25,60
DHT11,2022/07/19 10:28,25,60
DHT11,2022/07/19 10:29,25,60
DHT11,2022/07/19 10:30,25,60
DHT11,2022/07/19 10:31,25,60
DHT11,2022/07/19 10:32,25,60
DHT11,2022/07/19 10:33,25,60
DHT11,2022/07/19 10:34,25,60
DHT11,2022/07/19 10:35,25,60
DHT11,2022/07/19 10:36,25,60
DHT11,2022/07/19 10:37,25,60
DHT11,2022/07/19 10:38,25,60
DHT11,2022/07/19 10:39,25,60
DHT11,2022/07/19 10:40,25,60
DHT11,2022/07/19 10:41,25,60
DHT11,2022/07/19 10:42,25,60
DHT11,2022/07/19 10:43,25,60
DHT11,2022/07/19 10:44,25,60
DHT11,2022/07/19 10:45,25,60
DHT11,2022/07/19 10:46,25,60
DHT11,2022/07/19 10:47,25,60
DHT11,2022/07/19 10:48,25,60
DHT11,2022/07/19 10:49,25,60
DHT11,2022/07/19 10:50,25,60
DHT11,2022/07/19 10:51,25,60
DHT11,2022/07/19 10:52,25,60
DHT11,2022/07/19 10:53,25,59
DHT11,2022/07/19 10:54,25,60
DHT11,2022/07/19 10:55,25,60
DHT11,2022/07/19 10:56,25,59
DHT11,2022/07/19 10:57,25,59
DHT11,2022/07/19 10:58,25,60
DHT11,2022/07/19 10:59,25,60
DHT11,2022/07/19 11:00,25,60
DHT11,2022/07/19 11:01,25,59
DHT11,2022/07/19 11:02,25,59
DHT11,2022/07/19 11:03,25,59
DHT11,2022/07/19 11:04,25,59
DHT11,2022/07/19 11:05,25,59
DHT11,2022/07/19 11:06,25,59
DHT11,2022/07/19 11:07,25,59
DHT11,2022/07/19 11:08,25,59
DHT11,2022/07/19 11:09,25,59
DHT11,2022/07/19 11:10,25,59
DHT11,2022/07/19 11:11,25,59
DHT11,2022/07/19 11:12,25,59
DHT11,2022/07/19 11:13,25,59
DHT11,2022/07/19 11:14,25,58
DHT11,2022/07/19 11:15,25,58
DHT11,2022/07/19 11:16,25,58
DHT11,2022/07/19 11:17,25,58
DHT11,2022/07/19 11:18,25,58
DHT11,2022/07/19 11:19,25,58
DHT11,2022/07/19 11:20,25,58
DHT11,2022/07/19 11:21,25,58
DHT11,2022/07/19 11:22,25,58
DHT11,2022/07/19 11:23,25,58
DHT11,2022/07/19 11:24,25,58
DHT11,2022/07/19 11:26,25,58
DHT11,2022/07/19 11:27,25,58
DHT11,2022/07/19 11:28,25,58
DHT11,2022/07/19 11:29,25,58
DHT11,2022/07/19 11:30,25,58
DHT11,2022/07/19 11:31,25,58
DHT11,2022/07/19 11:32,25,58
DHT11,2022/07/19 11:33,25,58
DHT11,2022/07/19 11:34,25,58
DHT11,2022/07/19 11:35,25,58
DHT11,2022/07/19 11:36,25,58
DHT11,2022/07/19 11:37,25,58
DHT11,2022/07/19 11:38,25,58
DHT11,2022/07/19 11:39,25,58
DHT11,2022/07/19 11:40,25,58
DHT11,2022/07/19 11:41,25,58
DHT11,2022/07/19 11:42,25,58
DHT11,2022/07/19 11:43,25,58
DHT11,2022/07/19 11:44,25,59
DHT11,2022/07/19 11:45,25,59
DHT11,2022/07/19 11:46,25,59
DHT11,2022/07/19 11:47,25,59
DHT11,2022/07/19 11:48,25,59
DHT11,2022/07/19 11:49,25,59
DHT11,2022/07/19 11:50,25,59
DHT11,2022/07/19 11:51,25,59
DHT11,2022/07/19 11:52,25,59
DHT11,2022/07/19 11:53,25,59
DHT11,2022/07/19 11:54,25,59
DHT11,2022/07/19 11:55,25,59
DHT11,2022/07/19 11:56,25,59
DHT11,2022/07/19 11:57,25,59
DHT11,2022/07/19 11:58,25,58
DHT11,2022/07/19 11:59,25,58
DHT11,2022/07/19 12:00,25,59
DHT11,2022/07/19 12:01,25,59
DHT11,2022/07/19 12:02,25,59
DHT11,2022/07/19 12:03,25,59
DHT11,2022/07/19 12:04,25,60
DHT11,2022/07/19 12:05,25,59
DHT11,2022/07/19 12:06,25,59
DHT11,2022/07/19 12:07,25,59
DHT11,2022/07/19 12:08,25,59
DHT11,2022/07/19 12:09,25,59
DHT11,2022/07/19 12:10,25,59
DHT11,2022/07/19 12:11,25,58
DHT11,2022/07/19 12:12,25,59
DHT11,2022/07/19 12:13,25,59
DHT11,2022/07/19 12:14,25,58
DHT11,2022/07/19 12:15,25,58
DHT11,2022/07/19 12:16,25,58
DHT11,2022/07/19 12:17,25,58
DHT11,2022/07/19 12:18,25,58
DHT11,2022/07/19 12:19,25,58
DHT11,2022/07/19 12:20,25,58
DHT11,2022/07/19 12:21,25,58
DHT11,2022/07/19 12:22,25,59
DHT11,2022/07/19 12:23,25,58
DHT11,2022/07/19 12:24,25,58
DHT11,2022/07/19 12:25,25,59
DHT11,2022/07/19 12:26,25,59
DHT11,2022/07/19 12:27,25,60
DHT11,2022/07/19 12:28,25,59
DHT11,2022/07/19 12:29,25,59
DHT11,2022/07/19 12:30,25,61
DHT11,2022/07/19 12:31,25,60
DHT11,2022/07/19 12:32,25,60
DHT11,2022/07/19 12:33,25,59
DHT11,2022/07/19 12:34,25,59
DHT11,2022/07/19 12:35,25,59
DHT11,2022/07/19 12:36,25,59
DHT11,2022/07/19 12:37,25,59
DHT11,2022/07/19 12:38,25,59
DHT11,2022/07/19 12:39,25,58
DHT11,2022/07/19 12:40,25,58
DHT11,2022/07/19 12:41,25,57
DHT11,2022/07/19 12:42,25,57
DHT11,2022/07/19 12:43,25,57
DHT11,2022/07/19 12:44,25,57
DHT11,2022/07/19 12:45,25,59
DHT11,2022/07/19 12:46,25,59
DHT11,2022/07/19 12:48,25,58
DHT11,2022/07/19 12:49,25,58
DHT11,2022/07/19 12:50,25,58
DHT11,2022/07/19 12:51,25,58
DHT11,2022/07/19 12:52,25,58
DHT11,2022/07/19 12:53,25,58
DHT11,2022/07/19 12:54,25,58
DHT11,2022/07/19 12:55,25,58
DHT11,2022/07/19 12:56,25,59
DHT11,2022/07/19 12:57,25,59
DHT11,2022/07/19 12:58,25,59
DHT11,2022/07/19 12:59,25,59
DHT11,2022/07/19 13:00,25,59
DHT11,2022/07/19 13:01,25,59
DHT11,2022/07/19 13:02,25,59
DHT11,2022/07/19 13:03,25,59
DHT11,2022/07/19 13:04,25,59
DHT11,2022/07/19 13:05,25,58
DHT11,2022/07/19 13:06,25,58
DHT11,2022/07/19 13:07,25,58
DHT11,2022/07/19 13:08,25,58
DHT11,2022/07/19 13:09,25,58
DHT11,2022/07/19 13:10,25,59
DHT11,2022/07/19 13:11,25,58
DHT11,2022/07/19 13:12,25,58
DHT11,2022/07/19 13:13,25,59
DHT11,2022/07/19 13:14,25,59
DHT11,2022/07/19 13:15,25,58
DHT11,2022/07/19 13:16,25,58
DHT11,2022/07/19 13:17,25,58
DHT11,2022/07/19 13:18,25,58
DHT11,2022/07/19 13:19,25,58
DHT11,2022/07/19 13:20,25,58
DHT11,2022/07/19 13:21,25,58
DHT11,2022/07/19 13:22,25,58
DHT11,2022/07/19 13:23,25,58
DHT11,2022/07/19 13:24,25,58
DHT11,2022/07/19 13:25,25,58
DHT11,2022/07/19 13:26,25,58
DHT11,2022/07/19 13:27,25,58
DHT11,2022/07/19 13:28,25,58
DHT11,2022/07/19 13:29,25,58
DHT11,2022/07/19 13:30,25,59
DHT11,2022/07/19 13:31,24,59
DHT11,2022/07/19 13:32,25,59
DHT11,2022/07/19 13:33,25,59
DHT11,2022/07/19 13:34,25,59
DHT11,2022/07/19 13:35,25,59
DHT11,2022/07/19 13:36,25,59
DHT11,2022/07/19 13:37,25,59
DHT11,2022/07/19 13:38,25,59
DHT11,2022/07/19 13:39,25,59
DHT11,2022/07/19 13:40,25,58
DHT11,2022/07/19 13:41,25,58
DHT11,2022/07/19 13:42,25,59
DHT11,2022/07/19 13:43,25,59
DHT11,2022/07/19 13:44,25,59
DHT11,2022/07/19 13:45,25,59
DHT11,2022/07/19 13:46,25,59
DHT11,2022/07/19 13:47,25,59
DHT11,2022/07/19 13:48,24,61
DHT11,2022/07/19 13:49,24,61
DHT11,2022/07/19 13:50,25,59
DHT11,2022/07/19 13:51,25,59
DHT11,2022/07/19 13:52,25,59
DHT11,2022/07/19 13:53,25,59
DHT11,2022/07/19 13:54,25,59
DHT11,2022/07/19 13:55,25,59
DHT11,2022/07/19 13:56,25,59
DHT11,2022/07/19 13:57,25,59
DHT11,2022/07/19 13:58,25,58
DHT11,2022/07/19 13:59,25,58
DHT11,2022/07/19 14:00,25,58
DHT11,2022/07/19 14:01,25,58
DHT11,2022/07/19 14:02,25,58
DHT11,2022/07/19 14:03,25,58
DHT11,2022/07/19 14:04,25,58
DHT11,2022/07/19 14:06,25,58
DHT11,2022/07/19 14:07,25,58
DHT11,2022/07/19 14:08,25,59
DHT11,2022/07/19 14:09,25,59
DHT11,2022/07/19 14:10,25,58
DHT11,2022/07/19 14:11,25,58
DHT11,2022/07/19 14:12,25,58
DHT11,2022/07/19 14:13,25,59
DHT11,2022/07/19 14:14,25,58
DHT11,2022/07/19 14:15,25,59
DHT11,2022/07/19 14:16,25,59
DHT11,2022/07/19 14:17,25,59
DHT11,2022/07/19 14:18,25,59
DHT11,2022/07/19 14:19,25,59
DHT11,2022/07/19 14:20,25,58
DHT11,2022/07/19 14:21,25,58
DHT11,2022/07/19 14:22,25,58
DHT11,2022/07/19 14:23,25,58
DHT11,2022/07/19 14:24,25,58
DHT11,2022/07/19 14:25,25,58
DHT11,2022/07/19 14:26,25,58
DHT11,2022/07/19 14:27,25,58
DHT11,2022/07/19 14:28,25,58
DHT11,2022/07/19 14:29,25,58
DHT11,2022/07/19 14:30,25,58
DHT11,2022/07/19 14:31,25,58
DHT11,2022/07/19 14:32,25,58
DHT11,2022/07/19 14:33,25,57
DHT11,2022/07/19 14:34,25,58
DHT11,2022/07/19 14:35,25,57
DHT11,2022/07/19 14:36,25,58
DHT11,2022/07/19 14:37,25,57
DHT11,2022/07/19 14:38,25,57
DHT11,2022/07/19 14:39,25,58
DHT11,2022/07/19 14:40,25,58
DHT11,2022/07/19 14:41,25,57
DHT11,2022/07/19 14:42,25,57
DHT11,2022/07/19 14:43,25,57
DHT11,2022/07/19 14:44,25,58
DHT11,2022/07/19 14:45,25,57
DHT11,2022/07/19 14:46,25,57
DHT11,2022/07/19 14:47,25,57
DHT11,2022/07/19 14:48,25,58
DHT11,2022/07/19 14:49,25,57
DHT11,2022/07/19 14:50,25,58
DHT11,2022/07/19 14:51,25,58
DHT11,2022/07/19 14:52,25,57
DHT11,2022/07/19 14:53,25,58
DHT11,2022/07/19 14:54,25,57
DHT11,2022/07/19 14:55,25,58
DHT11,2022/07/19 14:56,25,57
DHT11,2022/07/19 14:57,25,57
DHT11,2022/07/19 14:58,25,58
DHT11,2022/07/19 14:59,25,57
DHT11,2022/07/19 15:00,25,57
DHT11,2022/07/19 15:01,25,57
DHT11,2022/07/19 15:02,25,57
DHT11,2022/07/19 15:03,25,57
DHT11,2022/07/19 15:04,25,57
DHT11,2022/07/19 15:05,25,57
DHT11,2022/07/19 15:06,25,57
DHT11,2022/07/19 15:07,24,57
DHT11,2022/07/19 15:08,24,57
DHT11,2022/07/19 15:09,24,57
DHT11,2022/07/19 15:10,24,57
DHT11,2022/07/19 15:11,24,57
DHT11,2022/07/19 15:12,24,57
DHT11,2022/07/19 15:13,24,57
DHT11,2022/07/19 15:14,24,56
DHT11,2022/07/19 15:15,24,57
DHT11,2022/07/19 15:16,24,57
DHT11,2022/07/19 15:17,24,56
DHT11,2022/07/19 15:18,24,56
DHT11,2022/07/19 15:19,24,56
DHT11,2022/07/19 15:20,24,57
DHT11,2022/07/19 15:21,24,56
DHT11,2022/07/19 15:22,24,56
DHT11,2022/07/19 15:23,24,56
DHT11,2022/07/19 15:24,24,56
DHT11,2022/07/19 15:25,24,57
DHT11,2022/07/19 15:26,24,56
DHT11,2022/07/19 15:27,24,56
DHT11,2022/07/19 15:28,24,57
DHT11,2022/07/19 15:29,24,57
DHT11,2022/07/19 15:30,24,56
DHT11,2022/07/19 15:31,24,57
DHT11,2022/07/19 15:32,24,57
DHT11,2022/07/19 15:33,24,57
DHT11,2022/07/19 15:34,24,57
DHT11,2022/07/19 15:36,24,57
DHT11,2022/07/19 15:37,24,56
DHT11,2022/07/19 15:38,24,56
DHT11,2022/07/19 15:39,24,56
DHT11,2022/07/19 15:40,24,56
DHT11,2022/07/19 15:41,24,56
DHT11,2022/07/19 15:42,24,56
DHT11,2022/07/19 15:43,24,56
DHT11,2022/07/19 15:44,24,56
DHT11,2022/07/19 15:45,24,56
DHT11,2022/07/19 15:46,24,56
DHT11,2022/07/19 15:47,24,56
DHT11,2022/07/19 15:48,24,55
DHT11,2022/07/19 15:49,24,55
DHT11,2022/07/19 15:50,24,55
DHT11,2022/07/19 15:51,24,55
DHT11,2022/07/19 15:52,24,55
DHT11,2022/07/19 15:53,24,55
DHT11,2022/07/19 15:54,24,55
DHT11,2022/07/19 15:55,24,55
DHT11,2022/07/19 15:56,24,55
DHT11,2022/07/19 15:57,25,55
DHT11,2022/07/19 15:58,25,55
DHT11,2022/07/19 15:59,24,55
DHT11,2022/07/19 16:00,25,55
DHT11,2022/07/19 16:01,25,55
DHT11,2022/07/19 16:02,25,55
DHT11,2022/07/19 16:03,24,55
DHT11,2022/07/19 16:04,25,55
DHT11,2022/07/19 16:05,25,55
DHT11,2022/07/19 16:06,25,55
DHT11,2022/07/19 16:07,25,55
DHT11,2022/07/19 16:08,25,55
DHT11,2022/07/19 16:09,25,55
DHT11,2022/07/19 16:10,25,55
DHT11,2022/07/19 16:11,25,55
DHT11,2022/07/19 16:12,25,55
DHT11,2022/07/19 16:13,25,55
DHT11,2022/07/19 16:14,25,55
DHT11,2022/07/19 16:15,25,55
DHT11,2022/07/19 16:16,25,54
DHT11,2022/07/19 16:17,25,54
DHT11,2022/07/19 16:18,25,54
DHT11,2022/07/19 16:19,25,54
DHT11,2022/07/19 16:20,25,55
DHT11,2022/07/19 16:21,25,55
DHT11,2022/07/19 16:22,25,55
DHT11,2022/07/19 16:23,26,54
DHT11,2022/07/19 16:24,26,54
DHT11,2022/07/19 16:25,26,53
DHT11,2022/07/19 16:26,26,53
DHT11,2022/07/19 16:27,26,52
DHT11,2022/07/19 16:28,26,52
DHT11,2022/07/19 16:29,26,52
DHT11,2022/07/19 16:30,26,52
DHT11,2022/07/19 16:31,26,52
DHT11,2022/07/19 16:32,26,52
DHT11,2022/07/19 16:33,26,52
DHT11,2022/07/19 16:34,26,52
DHT11,2022/07/19 16:35,26,52
DHT11,2022/07/19 16:36,26,52
DHT11,2022/07/19 16:37,27,52
DHT11,2022/07/19 16:38,26,52
DHT11,2022/07/19 16:39,27,51
DHT11,2022/07/19 16:40,27,52
DHT11,2022/07/19 16:41,27,51
DHT11,2022/07/19 16:42,27,51
DHT11,2022/07/19 16:43,27,51
DHT11,2022/07/19 16:44,27,51
DHT11,2022/07/19 16:45,27,51
DHT11,2022/07/19 16:46,27,51
DHT11,2022/07/19 16:48,27,51
DHT11,2022/07/19 16:49,27,51
DHT11,2022/07/19 16:50,27,51
DHT11,2022/07/19 16:51,27,51
DHT11,2022/07/19 16:52,27,51
DHT11,2022/07/19 16:53,27,51
DHT11,2022/07/19 16:54,27,51
DHT11,2022/07/19 16:55,27,51
DHT11,2022/07/19 16:56,27,51
DHT11,2022/07/19 16:57,27,51
DHT11,2022/07/19 16:58,27,51
DHT11,2022/07/19 16:59,27,51
DHT11,2022/07/19 17:00,27,51
DHT11,2022/07/19 17:01,27,51
DHT11,2022/07/19 17:02,27,51
DHT11,2022/07/19 17:03,27,51
DHT11,2022/07/19 17:04,27,51
DHT11,2022/07/19 17:05,27,51
DHT11,2022/07/19 17:06,27,51
DHT11,2022/07/19 17:07,27,51
DHT11,2022/07/19 17:08,27,51
DHT11,2022/07/19 17:09,27,51
DHT11,2022/07/19 17:10,27,51
DHT11,2022/07/19 17:11,27,51
DHT11,2022/07/19 17:12,27,51
DHT11,2022/07/19 17:13,27,51
DHT11,2022/07/19 17:14,27,51
DHT11,2022/07/19 17:15,27,51
DHT11,2022/07/19 17:16,27,51
DHT11,2022/07/19 17:17,27,51
DHT11,2022/07/19 17:18,27,51
DHT11,2022/07/19 17:19,27,51
DHT11,2022/07/19 17:20,27,51
DHT11,2022/07/19 17:21,27,51
DHT11,2022/07/19 17:22,27,50
DHT11,2022/07/19 17:23,27,50
DHT11,2022/07/19 17:24,27,50
DHT11,2022/07/19 17:25,27,50
DHT11,2022/07/19 17:26,27,50
DHT11,2022/07/19 17:27,27,50
DHT11,2022/07/19 17:28,27,50
DHT11,2022/07/19 17:29,27,50
DHT11,2022/07/19 17:30,27,50
DHT11,2022/07/19 17:31,27,50
DHT11,2022/07/19 17:32,27,50
DHT11,2022/07/19 17:33,27,50
DHT11,2022/07/19 17:34,27,50
DHT11,2022/07/19 17:35,27,50
DHT11,2022/07/19 17:36,27,50
DHT11,2022/07/19 17:37,27,50
DHT11,2022/07/19 17:38,27,50
DHT11,2022/07/19 17:39,27,50
DHT11,2022/07/19 17:40,27,50
DHT11,2022/07/19 17:41,27,50
DHT11,2022/07/19 17:42,27,50
DHT11,2022/07/19 17:43,27,50
DHT11,2022/07/19 17:44,27,50
DHT11,2022/07/19 17:45,27,50
DHT11,2022/07/19 17:46,27,50
DHT11,2022/07/19 17:47,27,50
DHT11,2022/07/19 17:48,27,50
DHT11,2022/07/19 17:49,27,50
DHT11,2022/07/19 17:50,27,50
DHT11,2022/07/19 17:51,27,50
DHT11,2022/07/19 17:52,27,50
DHT11,2022/07/19 17:53,27,50
DHT11,2022/07/19 17:54,27,51
DHT11,2022/07/19 17:55,27,51
DHT11,2022/07/19 17:56,27,51
DHT11,2022/07/19 17:57,27,51
DHT11,2022/07/19 17:58,27,51
DHT11,2022/07/19 17:59,27,51
DHT11,2022/07/19 18:00,27,51
DHT11,2022/07/19 18:01,27,50
DHT11,2022/07/19 18:02,27,50
DHT11,2022/07/19 18:03,27,53
DHT11,2022/07/19 18:04,27,51
DHT11,2022/07/19 18:05,27,51
DHT11,2022/07/19 18:06,27,51
DHT11,2022/07/19 18:07,27,51
DHT11,2022/07/19 18:08,27,51
DHT11,2022/07/19 18:09,28,51
DHT11,2022/07/19 18:10,27,50
DHT11,2022/07/19 18:11,28,51
DHT11,2022/07/19 18:12,28,52
DHT11,2022/07/19 18:13,28,52
DHT11,2022/07/19 18:14,28,53
DHT11,2022/07/19 18:15,28,53
DHT11,2022/07/19 18:16,28,53
DHT11,2022/07/19 18:18,28,52
DHT11,2022/07/19 18:19,28,52
DHT11,2022/07/19 18:20,28,53
DHT11,2022/07/19 18:21,28,52
DHT11,2022/07/19 18:22,28,52
DHT11,2022/07/19 18:23,28,53
DHT11,2022/07/19 18:24,28,53
DHT11,2022/07/19 18:25,28,53
DHT11,2022/07/19 18:26,28,53
DHT11,2022/07/19 18:27,28,53
DHT11,2022/07/19 18:28,28,52
DHT11,2022/07/19 18:29,28,53
DHT11,2022/07/19 18:30,28,52
DHT11,2022/07/19 18:31,28,52
DHT11,2022/07/19 18:32,28,53
DHT11,2022/07/19 18:33,28,52
DHT11,2022/07/19 18:34,28,53
DHT11,2022/07/19 18:35,28,52
DHT11,2022/07/19 18:36,28,52
DHT11,2022/07/19 18:37,28,52
DHT11,2022/07/19 18:38,28,52
DHT11,2022/07/19 18:39,28,52
DHT11,2022/07/19 18:40,28,52
DHT11,2022/07/19 18:41,28,52
DHT11,2022/07/19 18:42,28,52
DHT11,2022/07/19 18:43,28,52
DHT11,2022/07/19 18:44,28,52
DHT11,2022/07/19 18:45,28,52
DHT11,2022/07/19 18:46,28,52
DHT11,2022/07/19 18:47,28,52
