"DHT11"."2022-07-08 08:58:36"."28"."55"
"DHT11"."2022-07-08 08:58:38"."28"."55"
"DHT11"."2022-07-08 09:32:07"."28"."55"
"DHT11"."2022-07-08 09:32:08"."30"."50"
"DHT11"."2022-07-08 09:43:45"."30"."50"
"DHT11"."2022-07-08 09:43:46"."27"."56"
"DHT11"."2022-07-08 09:43:50"."27"."56"
"DHT11"."2022-07-08 09:43:51"."27"."56"
"DHT11"."2022-07-08 09:43:53"."27"."56"
"DHT11"."2022-07-08 09:43:54"."27"."56"
"DHT11"."2022-07-08 09:49:53"."27"."56"
"DHT11"."2022-07-08 09:49:55"."27"."55"
"DHT11"."2022-07-08 09:49:56"."27"."56"
"DHT11"."2022-07-08 09:49:58"."27"."56"
"DHT11"."2022-07-08 10:01:05"."27"."56"
"DHT11"."2022-07-08 10:01:07"."27"."56"
"DHT11"."2022-07-08 10:01:08"."27"."56"
"DHT11"."2022-07-08 10:11:09"."27"."57"
"DHT11"."2022-07-08 10:11:10"."27"."57"
"DHT11"."2022-07-08 10:11:12"."27"."58"
"DHT11"."2022-07-08 10:26:35"."27"."58"
"DHT11"."2022-07-08 10:26:36"."27"."56"
"DHT11"."2022-07-08 10:26:38"."27"."57"
"DHT11"."2022-07-08 10:38:03"."27"."57"
"DHT11"."2022-07-08 10:38:05"."27"."56"
"DHT11"."2022-07-08 10:38:06"."27"."57"
"DHT11"."2022-07-08 10:38:41"."27"."57"
"DHT11"."2022-07-08 10:38:42"."27"."56"
"DHT11"."2022-07-08 10:38:44"."27"."57"
"DHT11"."2022-07-08 10:38:57"."27"."57"
"DHT11"."2022-07-08 11:06:21"."27"."56"
"DHT11"."2022-07-08 11:06:23"."27"."57"
"DHT11"."2022-07-08 11:06:24"."27"."58"
"DHT11"."2022-07-08 11:06:26"."27"."58"
"DHT11"."2022-07-08 11:12:04"."27"."58"
"DHT11"."2022-07-08 11:12:06"."27"."57"
"DHT11"."2022-07-08 11:12:08"."27"."58"
"DHT11"."2022-07-08 11:13:41"."27"."58"
"DHT11"."2022-07-08 11:13:46"."27"."57"
"DHT11"."2022-07-08 11:14:03"."27"."57"
"DHT11"."2022-07-08 11:24:03"."27"."57"
"DHT11"."2022-07-08 11:34:04"."27"."57"
"DHT11"."2022-07-08 11:44:05"."27"."57"
"DHT11"."2022-07-08 11:54:05"."27"."57"
"DHT11"."2022-07-08 12:04:06"."27"."57"
"DHT11"."2022-07-08 12:14:06"."26"."61"
"DHT11"."2022-07-08 12:24:07"."26"."61"
"DHT11"."2022-07-08 12:34:08"."26"."61"
"DHT11"."2022-07-08 12:44:08"."25"."61"
"DHT11"."2022-07-08 12:54:09"."25"."61"
"DHT11"."2022-07-08 13:04:10"."25"."61"
"DHT11"."2022-07-08 13:14:10"."26"."61"
"DHT11"."2022-07-08 13:24:11"."25"."62"
"DHT11"."2022-07-08 13:34:12"."25"."61"
"DHT11"."2022-07-08 13:40:14"."25"."62"
"DHT11"."2022-07-08 13:50:15"."26"."62"
"DHT11"."2022-07-08 14:00:16"."26"."59"
"DHT11"."2022-07-08 14:10:16"."26"."59"
"DHT11"."2022-07-08 14:20:17"."26"."61"
"DHT11"."2022-07-08 14:30:18"."26"."60"
"DHT11"."2022-07-08 14:40:18"."26"."59"
"DHT11"."2022-07-08 14:50:19"."26"."60"
"DHT11"."2022-07-08 15:00:19"."26"."59"
"DHT11"."2022-07-08 15:10:20"."25"."61"
"DHT11"."2022-07-08 15:20:21"."25"."62"
"DHT11"."2022-07-08 15:30:21"."25"."62"
"DHT11"."2022-07-08 15:40:22"."25"."63"
"DHT11"."2022-07-08 15:50:22"."25"."62"
"DHT11"."2022-07-08 16:00:23"."25"."62"
"DHT11"."2022-07-08 16:10:24"."25"."60"
"DHT11"."2022-07-08 16:20:24"."25"."60"
"DHT11"."2022-07-08 16:30:25"."26"."60"
"DHT11"."2022-07-08 16:40:25"."26"."59"
"DHT11"."2022-07-08 16:50:26"."26"."57"
"DHT11"."2022-07-08 17:00:27"."26"."59"
"DHT11"."2022-07-08 17:10:27"."26"."58"
"DHT11"."2022-07-08 17:20:28"."26"."60"
"DHT11"."2022-07-08 17:30:29"."25"."60"
"DHT11"."2022-07-08 17:40:29"."26"."60"
"DHT11"."2022-07-08 17:50:30"."26"."60"
"DHT11"."2022-07-08 18:00:30"."27"."60"
"DHT11"."2022-07-08 18:10:31"."27"."59"
"DHT11"."2022-07-08 18:20:32"."28"."60"
"DHT11"."2022-07-08 18:30:32"."28"."60"
"DHT11"."2022-07-08 18:40:33"."28"."60"
"DHT11"."2022-07-08 18:50:34"."28"."60"
"DHT11"."2022-07-08 19:00:34"."28"."60"
"DHT11"."2022-07-08 19:10:35"."28"."59"
"DHT11"."2022-07-08 19:20:35"."28"."59"
"DHT11"."2022-07-08 19:30:36"."29"."60"
"DHT11"."2022-07-08 19:40:37"."29"."59"
"DHT11"."2022-07-08 19:50:37"."29"."60"
"DHT11"."2022-07-08 20:00:38"."29"."59"
"DHT11"."2022-07-08 20:10:39"."29"."59"
"DHT11"."2022-07-08 20:20:39"."29"."59"
"DHT11"."2022-07-08 20:30:40"."29"."59"
"DHT11"."2022-07-08 20:40:40"."29"."59"
"DHT11"."2022-07-08 20:50:41"."29"."60"
"DHT11"."2022-07-08 21:00:42"."29"."60"
"DHT11"."2022-07-08 21:10:42"."29"."60"
"DHT11"."2022-07-08 21:20:43"."29"."60"
"DHT11"."2022-07-08 21:30:44"."29"."60"
"DHT11"."2022-07-08 21:40:44"."29"."59"
"DHT11"."2022-07-08 21:50:45"."29"."59"
"DHT11"."2022-07-08 22:00:45"."29"."59"
"DHT11"."2022-07-08 22:10:46"."29"."60"
"DHT11"."2022-07-08 22:20:47"."29"."60"
"DHT11"."2022-07-08 22:30:47"."29"."60"
"DHT11"."2022-07-08 22:40:48"."29"."59"
"DHT11"."2022-07-08 22:50:48"."29"."59"
"DHT11"."2022-07-08 23:00:49"."29"."59"
"DHT11"."2022-07-08 23:10:50"."29"."59"
"DHT11"."2022-07-08 23:20:50"."29"."59"
"DHT11"."2022-07-08 23:30:51"."29"."59"
"DHT11"."2022-07-08 23:40:52"."29"."59"
"DHT11"."2022-07-08 23:50:52"."29"."59"
"DHT11"."2022-07-09 00:00:53"."29"."60"
"DHT11"."2022-07-09 00:10:53"."29"."60"
"DHT11"."2022-07-09 00:20:54"."29"."60"
"DHT11"."2022-07-09 00:30:55"."29"."60"
"DHT11"."2022-07-09 00:40:55"."29"."60"
"DHT11"."2022-07-09 00:50:56"."29"."60"
"DHT11"."2022-07-09 01:00:57"."29"."60"
"DHT11"."2022-07-09 01:10:57"."29"."61"
"DHT11"."2022-07-09 01:20:58"."29"."61"
"DHT11"."2022-07-09 01:30:58"."29"."61"
"DHT11"."2022-07-09 01:40:59"."29"."60"
"DHT11"."2022-07-09 01:51:00"."29"."61"
"DHT11"."2022-07-09 02:01:00"."29"."60"
"DHT11"."2022-07-09 02:11:01"."29"."60"
"DHT11"."2022-07-09 02:21:01"."29"."60"
"DHT11"."2022-07-09 02:31:02"."29"."60"
"DHT11"."2022-07-09 02:41:03"."29"."60"
"DHT11"."2022-07-09 02:51:03"."29"."60"
"DHT11"."2022-07-09 03:01:04"."29"."60"
"DHT11"."2022-07-09 03:11:05"."29"."60"
"DHT11"."2022-07-09 03:21:05"."29"."60"
"DHT11"."2022-07-09 03:31:06"."29"."60"
"DHT11"."2022-07-09 03:41:06"."29"."59"
"DHT11"."2022-07-09 03:51:07"."29"."59"
"DHT11"."2022-07-09 04:01:08"."29"."59"
"DHT11"."2022-07-09 04:11:08"."29"."59"
"DHT11"."2022-07-09 04:21:09"."29"."59"
"DHT11"."2022-07-09 04:31:10"."29"."59"
"DHT11"."2022-07-09 04:41:10"."29"."59"
"DHT11"."2022-07-09 04:51:11"."29"."59"
"DHT11"."2022-07-09 05:01:11"."29"."59"
"DHT11"."2022-07-09 05:11:12"."29"."59"
"DHT11"."2022-07-09 05:21:13"."29"."59"
"DHT11"."2022-07-09 05:31:13"."29"."59"
"DHT11"."2022-07-09 05:41:14"."29"."59"
"DHT11"."2022-07-09 05:51:14"."29"."59"
"DHT11"."2022-07-09 06:01:15"."29"."59"
"DHT11"."2022-07-09 06:11:16"."29"."59"
"DHT11"."2022-07-09 06:21:16"."29"."59"
"DHT11"."2022-07-09 06:31:17"."29"."59"
"DHT11"."2022-07-09 06:41:18"."29"."58"
"DHT11"."2022-07-09 06:51:18"."29"."58"
"DHT11"."2022-07-09 07:01:19"."29"."58"
"DHT11"."2022-07-09 07:11:22"."29"."58"
"DHT11"."2022-07-09 07:21:23"."29"."58"
"DHT11"."2022-07-09 07:31:23"."29"."58"
"DHT11"."2022-07-09 07:41:24"."29"."58"
"DHT11"."2022-07-09 07:51:24"."29"."58"
